ID,Name,"Alarm text [en-US], Alarm text",FieldInfo [Alarm text],Class,Trigger tag,Trigger bit,Acknowledgement tag,Acknowledgement bit,PLC acknowledgement tag,PLC acknowledgement bit,Group,Report,"Info text [en-US], Info text"
44,alarm_BAV2139_FAULT_O,": <field ref=""0"" /> : BAV2139 : BAV2139 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2139_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2139,1,<No value>,0,<No value>,0,<No value>,False,<No value>
45,alarm_BAV2141_FAULT_C,": <field ref=""0"" /> : BAV2141 : BAV2141 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2141_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2141,0,<No value>,0,<No value>,0,<No value>,False,<No value>
46,alarm_BAV2141_FAULT_O,": <field ref=""0"" /> : BAV2141 : BAV2141 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2141_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2141,1,<No value>,0,<No value>,0,<No value>,False,<No value>
47,alarm_BAV2143_FAULT_C,": <field ref=""0"" /> : BAV2143 : BAV2143 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2143_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2143,0,<No value>,0,<No value>,0,<No value>,False,<No value>
48,alarm_BAV2143_FAULT_O,": <field ref=""0"" /> : BAV2143 : BAV2143 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2143_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2143,1,<No value>,0,<No value>,0,<No value>,False,<No value>
49,alarm_BAV2145_FAULT_C,": <field ref=""0"" /> : BAV2145 : BAV2145 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2145_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2145,0,<No value>,0,<No value>,0,<No value>,False,<No value>
50,alarm_BAV2145_FAULT_O,": <field ref=""0"" /> : BAV2145 : BAV2145 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2145_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2145,1,<No value>,0,<No value>,0,<No value>,False,<No value>
51,alarm_BAV2147_FAULT_C,": <field ref=""0"" /> : BAV2147 : BAV2147 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2147_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2147,0,<No value>,0,<No value>,0,<No value>,False,<No value>
52,alarm_BAV2147_FAULT_O,": <field ref=""0"" /> : BAV2147 : BAV2147 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2147_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2147,1,<No value>,0,<No value>,0,<No value>,False,<No value>
53,alarm_BAV2149_FAULT_C,": <field ref=""0"" /> : BAV2149 : BAV2149 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2149_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2149,0,<No value>,0,<No value>,0,<No value>,False,<No value>
54,alarm_BAV2149_FAULT_O,": <field ref=""0"" /> : BAV2149 : BAV2149 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2149_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2149,1,<No value>,0,<No value>,0,<No value>,False,<No value>
55,alarm_BAV2167_FAULT_C,": <field ref=""0"" /> : BAV2167 : BAV2167 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2167_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2167,0,<No value>,0,<No value>,0,<No value>,False,<No value>
56,alarm_BAV2167_FAULT_O,": <field ref=""0"" /> : BAV2167 : BAV2167 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2167_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2167,1,<No value>,0,<No value>,0,<No value>,False,<No value>
57,alarm_BAV2169_FAULT_C,": <field ref=""0"" /> : BAV2169 : BAV2169 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2169_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2169,0,<No value>,0,<No value>,0,<No value>,False,<No value>
58,alarm_BAV2169_FAULT_O,": <field ref=""0"" /> : BAV2169 : BAV2169 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV2169_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV2169,1,<No value>,0,<No value>,0,<No value>,False,<No value>
59,alarm_BAV3139_FAULT_C,": <field ref=""0"" /> : BAV3139 : BAV3139 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3139_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3139,0,<No value>,0,<No value>,0,<No value>,False,<No value>
60,alarm_BAV3139_FAULT_O,": <field ref=""0"" /> : BAV3139 : BAV3139 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3139_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3139,1,<No value>,0,<No value>,0,<No value>,False,<No value>
61,alarm_BAV3141_FAULT_C,": <field ref=""0"" /> : BAV3141 : BAV3141 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3141_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3141,0,<No value>,0,<No value>,0,<No value>,False,<No value>
62,alarm_BAV3141_FAULT_O,": <field ref=""0"" /> : BAV3141 : BAV3141 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3141_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3141,1,<No value>,0,<No value>,0,<No value>,False,<No value>
63,alarm_BAV3143_FAULT_C,": <field ref=""0"" /> : BAV3143 : BAV3143 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3143_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3143,0,<No value>,0,<No value>,0,<No value>,False,<No value>
64,alarm_BAV3143_FAULT_O,": <field ref=""0"" /> : BAV3143 : BAV3143 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3143_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3143,1,<No value>,0,<No value>,0,<No value>,False,<No value>
65,alarm_BAV3145_FAULT_C,": <field ref=""0"" /> : BAV3145 : BAV3145 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3145_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3145,0,<No value>,0,<No value>,0,<No value>,False,<No value>
66,alarm_BAV3145_FAULT_O,": <field ref=""0"" /> : BAV3145 : BAV3145 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV3145_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV3145,1,<No value>,0,<No value>,0,<No value>,False,<No value>
67,alarm_BAV4139_FAULT_C,": <field ref=""0"" /> : BAV4139 : BAV4139 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4139_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4139,0,<No value>,0,<No value>,0,<No value>,False,<No value>
68,alarm_BAV4139_FAULT_O,": <field ref=""0"" /> : BAV4139 : BAV4139 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4139_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4139,1,<No value>,0,<No value>,0,<No value>,False,<No value>
69,alarm_BAV4141_FAULT_C,": <field ref=""0"" /> : BAV4141 : BAV4141 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4141_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4141,0,<No value>,0,<No value>,0,<No value>,False,<No value>
70,alarm_BAV4141_FAULT_O,": <field ref=""0"" /> : BAV4141 : BAV4141 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4141_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4141,1,<No value>,0,<No value>,0,<No value>,False,<No value>
71,alarm_BAV4143_FAULT_C,": <field ref=""0"" /> : BAV4143 : BAV4143 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4143_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4143,0,<No value>,0,<No value>,0,<No value>,False,<No value>
72,alarm_BAV4143_FAULT_O,": <field ref=""0"" /> : BAV4143 : BAV4143 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4143_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4143,1,<No value>,0,<No value>,0,<No value>,False,<No value>
73,alarm_BAV4145_FAULT_C,": <field ref=""0"" /> : BAV4145 : BAV4145 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4145_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4145,0,<No value>,0,<No value>,0,<No value>,False,<No value>
74,alarm_BAV4145_FAULT_O,": <field ref=""0"" /> : BAV4145 : BAV4145 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BAV4145_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BAV4145,1,<No value>,0,<No value>,0,<No value>,False,<No value>
75,alarm_BV1151_FAULT_C,": <field ref=""0"" /> : BV1151 : BV1151 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV1151_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV1151,0,<No value>,0,<No value>,0,<No value>,False,<No value>
76,alarm_BV1151_FAULT_O,": <field ref=""0"" /> : BV1151 : BV1151 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV1151_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV1151,1,<No value>,0,<No value>,0,<No value>,False,<No value>
77,alarm_BV1153_FAULT_C,": <field ref=""0"" /> : BV1153 : BV1153 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV1153_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV1153,0,<No value>,0,<No value>,0,<No value>,False,<No value>
78,alarm_BV1153_FAULT_O,": <field ref=""0"" /> : BV1153 : BV1153 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV1153_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV1153,1,<No value>,0,<No value>,0,<No value>,False,<No value>
79,alarm_BV2151_FAULT_C,": <field ref=""0"" /> : BV2151 : BV2151 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV2151_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV2151,0,<No value>,0,<No value>,0,<No value>,False,<No value>
80,alarm_BV2151_FAULT_O,": <field ref=""0"" /> : BV2151 : BV2151 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV2151_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV2151,1,<No value>,0,<No value>,0,<No value>,False,<No value>
81,alarm_BV2153_FAULT_C,": <field ref=""0"" /> : BV2153 : BV2153 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV2153_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV2153,0,<No value>,0,<No value>,0,<No value>,False,<No value>
82,alarm_BV2153_FAULT_O,": <field ref=""0"" /> : BV2153 : BV2153 - FAULT_O - Valve failed to open",<ref id = 0; type = AlarmTag; Tag = idbPOS4_BV2153_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_BV2153,1,<No value>,0,<No value>,0,<No value>,False,<No value>
83,alarm_DV1101_FAULT_C,": <field ref=""0"" /> : DV1101 : DV1101 - FAULT_C - Valve failed to close",<ref id = 0; type = AlarmTag; Tag = idbPOS2_DV1101_p_write_mc_SERIALNUM; DisplayType = Decimal; Length = 6;>,alarmBlock,dbEVENT_alarmBlock_alarm_DV1101,0,<No value>,0,<No value>,0,<No value>,False,<No value>
